pincode,lat,lng
132117,29.873536750590944,76.9322886367094
132122,29.248014216863325,77.1011279436118
132140,29.46561904485735,76.90568234765202
132145,29.299878862431456,76.91593124417989
132157,29.826694529559933,76.77639826344627
133001,30.350304559657687,76.83583795120767
133004,30.291553451069124,76.83601170712737
133005,30.35310318419041,76.88796044130477
133006,30.319238104214065,76.875571076806
133008,30.24152899746227,76.78473593247554
133010,30.38850111582603,76.87184643945902
133101,30.2838725461601,76.92539275983958
133102,30.236014185598748,76.91093242611882
133103,30.214788996914578,77.17970662024612
133104,30.319084095523817,76.96208143079178
133201,30.2162347060429,77.02980685345143
133202,30.237131900888755,77.12051010712952
133203,30.292077270306446,77.07158781201949
133204,30.423483984469808,77.2495395135949
133205,30.164202327350136,77.03532786353954
133206,30.31836653025905,77.20027285679794
133207,30.2510017260149,77.04574137016652
133301,30.769368057057513,76.8969847314003
133302,30.851686260440516,76.91049929007839
134003,30.37424414856288,76.77204466755964
134005,30.347366545086,76.79498070449706
134007,30.40276358632808,76.78996182831874
134008,30.230491208083464,76.67982321048397
134101,30.78351900249187,76.90508035308086
134102,30.810784789496775,76.90094448341884
134103,30.630261388749535,76.91312321623506
134104,30.77755196607738,76.92314115688278
134105,30.755007308528953,76.91275181071516
134107,30.73537906729918,76.88176758410435
134108,30.70723247604419,76.87447686533638
134109,30.700915640107286,76.86320234263349
134112,30.68313735930831,76.85631926993942
134113,30.68291645738562,76.83951651078735
134114,30.735601141873737,76.8493685662766
134116,30.678412778069273,76.89646397762075
134117,30.669960547242137,76.85914559315076
134118,30.58310196313514,76.9473875540622
134201,30.452893997798878,76.95321351559963
134202,30.43568919704998,77.0180714435475
134203,30.431483122528544,77.11839960149412
134204,30.5950918831633,77.02610770771754
134205,30.673254663635365,77.06454054115679
135001,30.129603152428988,77.28409396933064
135002,30.11397945059817,77.21316861004745
135003,30.20436289377743,77.28341732220267
135004,30.079279791293146,77.28691827233341
135021,30.295753202688157,77.48354807089126
135101,30.16217613366477,77.39714177917286
135102,30.348915740903692,77.33082986593098
135103,30.31379888707778,77.40183368799278
135106,30.32671755515959,77.51785107161068
135133,30.044057896957028,77.16385511886328
136020,29.883876700206933,76.58481551131871
136021,29.82644421234962,76.63466466046422
136026,29.708302060249114,76.61985230712331
136027,29.817787938710346,76.38580260704214
136030,29.9660032604917,76.50589316593003
136033,29.934284107080988,76.35537018911562
136034,30.069850487595787,76.36403152047006
136035,29.98728805238697,76.2490052011812
136038,29.90964742427514,76.85793375880547
136042,29.776308941732502,76.59801385686353
136043,29.67666218101287,76.51861971028367
136044,29.592203159930683,76.43668043285952
136117,29.688540081299458,76.27958934236966
136118,29.96993496183587,76.85042898528383
136119,29.975285136903782,76.76252436135113
136128,30.00743470377117,76.5826635932109
136129,30.099715566827467,76.67052879085263
136130,30.102572590008137,76.75214842126412
136131,29.989726053003253,76.91204011722414
136132,30.00992963905322,77.04739248083132
136134,30.24361381832109,76.854348483598
136135,30.14107549932375,76.86440448749103
136136,30.161156810832797,76.72357978273247
136156,30.08030796159943,76.979974479694
140001,30.963469220825573,76.53349155296937
140101,30.79213542747549,76.49729585645336
140102,30.842175277618004,76.45962321625082
140103,30.83676398982105,76.57352468170377
140108,30.93202266954837,76.60942419577346
140109,30.901232486339595,76.6965576070403
140110,30.850309081617127,76.69098340867842
140111,30.94708064701688,76.40169940750152
140112,30.888005548503504,76.39643635099371
140113,31.028146732514884,76.57919646974868
140114,31.12565733511771,76.5933394689842
140115,31.19463549450337,76.5945289467032
140116,31.228325690910054,76.55245361940588
140117,31.155896989854465,76.46461565356017
140118,31.231501785605555,76.48337649023341
140119,31.077249814469216,76.49900233956464
140123,31.27253777880015,76.48107949853795
140124,31.388161242617024,76.3813286527261
140125,31.346197198051232,76.39846257463978
140126,31.361418279885342,76.35959248833117
140127,31.288801547592517,76.37505326363919
140128,31.21514868841273,76.36785584309892
140133,31.285967961204594,76.43084374693488
140201,30.61217297361333,76.87254674299689
140301,30.754991542276155,76.6465551516524
140306,30.63207411518567,76.73569785762857
140307,30.665466824728366,76.64360197073825
140308,30.68003754351626,76.70029025101226
140401,30.483472107153062,76.59058846598694
140402,30.50973181227917,76.57884716083744
140405,30.581593293999955,76.33645011816861
140406,30.608774240202113,76.41653273365463
140407,30.647809888475834,76.39739657795036
140408,30.642868918146373,76.51942848356954
140412,30.71267086959771,76.45044813101076
140413,30.745366706264505,76.56049310916114
140417,30.44461723083431,76.6959341347666
140501,30.455682944691134,76.8542174282074
140506,30.53077188539762,76.80583884520803
140507,30.566568406061155,76.86086729898933
140601,30.550295821056338,76.72506171286888
140602,30.587482514636676,76.60842264615637
140603,30.629284565596212,76.80851271817897
140604,30.670051655359934,76.82708134270918
140701,30.419707659622674,76.54956322215078
140702,30.32534147400419,76.64020386817619
140802,30.788370665926223,76.39654689408809
140901,30.821785659674575,76.7693146436944
141001,30.89682335828199,75.81221280332373
141003,30.895042003886104,75.92456803824633
141008,30.966537552704413,75.84381820085376
141101,30.835027625552424,75.66882164576425
141102,30.873803899819936,75.69881955787315
141103,30.800102352955008,75.70398189262406
141104,30.79089543260069,75.64389801933902
141105,30.75491945032354,75.68440079812126
141106,30.74775584780682,75.63442389896653
141107,30.713616750240423,75.62851158003883
141108,30.69349424177983,75.70110080170294
141109,30.633662556261015,75.61486627394369
141110,30.927438487130793,75.6438367338644
141112,30.88609359804104,76.0191429296797
141113,30.87658228739462,76.09796445898401
141114,30.82934560247646,76.19401540216141
141115,30.947408536548796,76.20604690578874
141116,30.814546389379394,75.84809612793617
141117,30.688107397797314,75.92218915568652
141118,30.735403696487342,75.86659776899111
141119,30.625268026256894,75.94609540923838
141120,30.83212251682994,75.97651610784438
141121,30.912492392997656,76.2825933995272
141122,30.829660421701373,75.90810291558054
141123,30.89368270784078,75.97063260724684
141125,30.852269255177664,76.2832942931974
141126,30.929332330481753,76.10291898722025
141127,30.953973681090655,76.06527306970744
141201,30.76146648948991,75.8212528316579
141202,30.744283486585307,75.74696840976117
141203,30.754275150019698,75.79441973998084
141204,30.703428737466155,75.81245180095358
141205,30.66446842110262,75.74481858909982
141206,30.780413832294293,75.90314334929089
141401,30.700932724318644,76.24322424284627
141411,30.735199785618324,76.32981344849412
141412,30.750041065529615,76.14682357182734
141413,30.668759230601033,76.01801685798222
141414,30.668508435397936,76.11062075208312
141415,30.598339683863323,76.0615505529104
141416,30.732839211662483,76.04982913221612
141417,30.748466515136922,76.23442743981673
141418,30.82608356749324,76.06781818514
141419,30.72314799808573,75.97210154333457
141421,30.77994664019037,76.01788980658449
141801,30.8212702905115,76.3367861378483
142001,30.816930582215896,75.179131104218
142002,30.75430022854702,75.1275278114753
142003,30.850309370478577,75.21275600589931
142011,30.785540053598076,75.23487527586549
142021,30.850326776339667,75.74584816772446
142022,30.841258265867022,75.79354977152698
142023,30.806835199228086,75.57051386263251
142024,30.852440500766374,75.52938125544205
142025,30.90226616238836,75.59085006311804
142026,30.78911585964008,75.47228396158573
142027,30.909260493188878,75.7401563733176
142029,30.795274364024962,75.7629340823861
142030,30.73485883706263,75.53679142442213
142031,30.619189680515117,75.43846908065599
142032,30.638748741351424,75.52327673912103
142033,30.92699581544087,75.4598885714659
142034,30.698632997303417,75.4744946768755
142035,30.705727858523577,75.4085244875549
142036,30.838627928897573,75.41967257347139
142037,30.669354571071366,75.30790419270292
142038,30.700629357435922,75.05790293747114
142039,30.583778814430605,75.36062212430986
142040,30.732095601088815,75.23624063312562
142041,30.88775786776981,75.31019697824583
142042,30.97005207432122,75.22942361340684
142043,31.013275811502613,75.11988264750076
142044,31.09746761939339,74.97802184798346
142045,30.59151798471829,75.19675656052277
142046,30.580356992965235,75.23306936308049
142047,30.989106298320618,74.94564942008849
142048,30.828782176099914,75.0365733164273
142049,30.620242736816284,75.01695432986135
142050,30.895254813204396,74.90704698242094
142052,30.86357856763628,74.78422531769363
142053,30.769094284557994,75.33346075908723
142054,30.83779952192302,75.30675781150008
142055,30.5695599438475,75.28790231446352
142056,30.678746924608614,75.20623892779203
142057,30.581292444247698,75.11069527986204
142058,30.952691440040766,75.33111311885538
142060,30.78940780636992,74.87467042111086
143001,31.646506751687625,74.87608530201979
143002,31.626486463699376,74.8384936896988
143005,31.63770437513696,74.82473084347059
143006,31.604063629224143,74.90064309164342
143008,31.67475626166446,74.8674720913605
143009,31.57278449623579,74.82788211725793
143022,31.54717430321886,74.90748622342673
143101,31.72834517762323,74.79695779074058
143102,31.849006085737646,74.73759857501899
143103,31.870960552518916,74.85191798867078
143105,31.603646476701265,74.77066242899063
143107,31.59344095149542,74.69511900551497
143108,31.60702833343276,74.60514037884833
143109,31.732831662308875,74.62021935530966
143111,31.56044109464265,75.16924191482471
143112,31.505065784600124,75.19134127899491
143113,31.627983585216764,75.01056656940716
143114,31.661869907910646,75.23700784177203
143115,31.53598912132634,75.05150476153216
143116,31.631305746966344,75.12035163975997
143117,31.424642428315625,75.07530842748537
143118,31.422422872270293,75.16468043324896
143119,31.71303299359456,75.15445025238147
143149,31.571034425920377,75.07662153439462
143201,31.49523514004653,75.25623522564825
143202,31.569648768080672,75.2524415331374
143203,31.61159357264807,75.34254633128474
